student_id,concept_id,attempts,correct,accuracy,predicted_prob,time_interval_days,forgetting_score
4450,98,1,0,0.0,0.0,16.732247939814815,0.8479646105628574
4450,60,2,0,0.0,0.0,16.731994189814813,0.8479626554142952
4450,99,1,0,0.0,0.0,16.731994189814813,0.8479626554142952
4450,89,1,0,0.0,0.0,16.731070833333334,0.8479555405106625
4450,65,2,0,0.0,0.0,16.73007153935185,0.8479478397218952
4450,64,1,0,0.0,0.0,16.729331238425925,0.8479421342900343
4450,63,1,0,0.0,0.0,16.729330868055555,0.8479421314355164
4450,102,1,0,0.0,0.0,16.72898497685185,0.8479394655366245
4450,40,1,0,0.0,0.0,16.72877982638889,0.8479378843294074
4450,18,1,0,0.0,0.0,16.72851667824074,0.8479358560540539
4450,103,1,0,0.0,0.0,16.728349814814816,0.8479345698874835
4450,104,1,0,0.0,0.0,16.72816523148148,0.8479331471122966
4450,46,1,0,0.0,0.0,16.72803056712963,0.847932109097675
4450,23,1,0,0.0,0.0,16.727778090277777,0.8479301629270426
4450,45,1,0,0.0,0.0,16.727775891203706,0.8479301459756722
4450,79,1,0,0.0,0.0,16.727638402777778,0.8479290861506473
4450,107,1,0,0.0,0.0,16.727638344907408,0.8479290857045524
4450,52,1,0,0.0,0.0,16.72763826388889,0.8479290850800194
4450,43,1,0,0.0,0.0,7.723460138888889,0.7202395531717951
4450,113,1,0,0.0,0.0,7.715708611111111,0.7200371800993821
4450,101,6,1,0.16666666666666666,0.16666666666666666,16.729330868055555,0.7066184428629304
4450,106,4,1,0.25,0.25,16.72763741898148,0.6359468089252744
4450,53,4,1,0.25,0.25,16.72763741898148,0.6359468089252744
4450,91,3,1,0.3333333333333333,0.3333333333333333,16.730070069444444,0.5652985522625846
4450,133,1,0,0.0,0.0,3.769355763888889,0.5568263650725093
4450,13,1,0,0.0,0.0,3.76868318287037,0.556782328416234
4450,168,1,0,0.0,0.0,3.7677112037037035,0.5567186734625708
4450,69,5,0,0.0,0.0,3.7613315277777777,0.5563004139532263
4450,70,5,0,0.0,0.0,3.7613315277777777,0.5563004139532263
4450,28,1,0,0.0,0.0,3.003472013888889,0.5002891671586756
4450,29,1,0,0.0,0.0,3.003472013888889,0.5002891671586756
4450,85,7,3,0.42857142857142855,0.42857142857142855,16.729331793981483,0.4845383648981777
4450,27,14,1,0.07142857142857142,0.07142857142857142,3.003472013888889,0.4645542266473416
4450,116,5,1,0.2,0.2,3.0004519328703703,0.4000301265888254
4450,165,2,1,0.5,0.5,7.7247982060185185,0.3601372285813048
4450,24,2,1,0.5,0.5,7.720077534722222,0.36007563889892447
4450,25,2,1,0.5,0.5,7.716698078703704,0.3600315144661199
4450,129,2,1,0.5,0.5,7.716698078703704,0.3600315144661199
4450,112,2,1,0.5,0.5,7.715708611111111,0.36001859004969106
4450,7,23,7,0.30434782608695654,0.30434782608695654,3.0004519328703703,0.34785228399028295
4450,115,6,2,0.3333333333333333,0.3333333333333333,3.0,0.33333333333333337
4450,8,14,6,0.42857142857142855,0.42857142857142855,3.0025891435185184,0.2858375250820515
4450,30,7,3,0.42857142857142855,0.42857142857142855,3.0,0.2857142857142857
4450,2,4,2,0.5,0.5,3.003472013888889,0.2501445835793378
4450,4,7,4,0.5714285714285714,0.5714285714285714,3.0025891435185184,0.21437814381153866
4450,1,6,4,0.6666666666666666,0.6666666666666666,3.7604353935185184,0.18541386634771032
4450,67,3,2,0.6666666666666666,0.6666666666666666,3.0037546759259257,0.16677089799435516
4450,31,7,5,0.7142857142857143,0.7142857142857143,3.0025891435185184,0.14291876254102576
4450,5,12,9,0.75,0.75,3.0004519328703703,0.12500941455900794
4450,32,5,4,0.8,0.8,3.0025891435185184,0.10004313377871801
4450,58,1,1,1.0,1.0,16.732474814814815,0.0
4450,56,1,1,1.0,1.0,16.732474814814815,0.0
4450,100,2,2,1.0,1.0,7.71644681712963,0.0
4450,20,1,1,1.0,1.0,16.727777777777778,0.0
4450,93,1,1,1.0,1.0,16.72777699074074,0.0
4450,54,1,1,1.0,1.0,16.72763741898148,0.0
4450,19,1,1,1.0,1.0,7.725716817129629,0.0
4450,11,1,1,1.0,1.0,7.72532474537037,0.0
4450,122,1,1,1.0,1.0,7.7244411458333335,0.0
4450,166,1,1,1.0,1.0,7.723975567129629,0.0
4450,110,1,1,1.0,1.0,7.723107951388888,0.0
4450,41,1,1,1.0,1.0,7.7228178125,0.0
4450,10,1,1,1.0,1.0,7.722557905092593,0.0
4450,130,1,1,1.0,1.0,7.721046655092592,0.0
4450,131,1,1,1.0,1.0,7.721046655092592,0.0
482,58,1,0,0.0,0.0,3.000835416666667,0.5000696083635577
482,56,1,0,0.0,0.0,3.000835416666667,0.5000696083635577
482,98,1,0,0.0,0.0,3.0005390509259255,0.5000449168750799
482,60,2,0,0.0,0.0,3.0002398611111114,0.5000199876268835
482,7,2,0,0.0,0.0,3.0002398611111114,0.5000199876268835
482,99,1,0,0.0,0.0,3.0002398611111114,0.5000199876268835
482,5,2,1,0.5,0.5,3.0,0.25
482,2,1,1,1.0,1.0,3.0,0.0
482,100,1,1,1.0,1.0,3.0,0.0
482,8,1,1,1.0,1.0,3.0,0.0
4218,98,1,0,0.0,0.0,3.0075585416666666,0.5006290859767943
4218,60,2,0,0.0,0.0,3.006765104166667,0.5005631237487523
4218,99,1,0,0.0,0.0,3.006765104166667,0.5005631237487523
4218,2,1,0,0.0,0.0,3.006214097222222,0.5005173056705634
4218,100,1,0,0.0,0.0,3.006214097222222,0.5005173056705634
4218,89,1,0,0.0,0.0,3.005142314814815,0.5004281592796002
4218,65,2,0,0.0,0.0,3.003247615740741,0.5002704882380852
4218,63,1,0,0.0,0.0,3.0018140277777774,0.5001511232911734
4218,27,3,0,0.0,0.0,3.001810844907407,0.5001508582121464
4218,64,1,0,0.0,0.0,3.001810844907407,0.5001508582121464
4218,102,1,0,0.0,0.0,3.0015449421296294,0.5001287120353614
4218,40,1,0,0.0,0.0,3.0013362152777776,0.5001113264804575
4218,103,1,0,0.0,0.0,3.00090306712963,0.5000752442690315
4218,104,1,0,0.0,0.0,3.000688969907407,0.5000574075669363
4218,46,1,0,0.0,0.0,3.00042875,0.5000357266137024
4218,19,1,0,0.0,0.0,3.0001650810185185,0.5000137563730572
4218,50,1,0,0.0,0.0,3.000159618055555,0.500013301150779
4218,105,1,0,0.0,0.0,3.0001533449074076,0.5000127784156998
4218,45,1,0,0.0,0.0,3.000146701388889,0.5000122248168412
4218,54,1,0,0.0,0.0,3.0000227083333333,0.5000018923539491
4218,52,1,0,0.0,0.0,3.000015011574074,0.5000012509613764
4218,79,1,0,0.0,0.0,3.000007025462963,0.5000005854545614
4218,106,4,0,0.0,0.0,3.0,0.5
4218,53,4,0,0.0,0.0,3.0,0.5
4218,107,1,0,0.0,0.0,3.0,0.5
4218,101,6,1,0.16666666666666666,0.16666666666666666,3.001810844907407,0.4167923818434554
4218,8,7,2,0.2857142857142857,0.2857142857142857,3.004135763888889,0.3573888639937731
4218,7,8,3,0.375,0.375,3.003240729166667,0.31266869686062454
4218,5,2,1,0.5,0.5,3.006214097222222,0.2502586528352817
4218,85,7,4,0.5714285714285714,0.5714285714285714,3.0018175810185186,0.21435060823518343
4218,91,3,2,0.6666666666666666,0.6666666666666666,3.003240729166667,0.16675663832566642
4218,58,1,1,1.0,1.0,3.007863865740741,0.0
4218,56,1,1,1.0,1.0,3.007863865740741,0.0
4218,24,1,1,1.0,1.0,3.0051319675925923,0.0
4218,18,1,1,1.0,1.0,3.0011607291666667,0.0
4565,98,1,0,0.0,0.0,11.967321574074074,0.7995633363556172
4565,2,1,0,0.0,0.0,11.966755625000001,0.799555757094818
4565,100,1,0,0.0,0.0,11.966755625000001,0.799555757094818
4565,89,1,0,0.0,0.0,11.966125787037036,0.799547321552084
4565,91,3,0,0.0,0.0,11.965223171296296,0.7995352314054306
4565,63,1,0,0.0,0.0,11.964455150462964,0.7995249429507504
4565,64,1,0,0.0,0.0,11.964442164351853,0.7995247689789219
4565,102,1,0,0.0,0.0,11.963707048611111,0.7995149203165902
4565,103,1,0,0.0,0.0,11.962930231481483,0.7995045119111693
4565,104,1,0,0.0,0.0,11.962356747685185,0.7994968272318378
4565,46,1,0,0.0,0.0,11.961779490740742,0.7994890913974115
4565,93,1,0,0.0,0.0,11.960479363425927,0.7994716661730681
4565,20,1,0,0.0,0.0,11.960472037037036,0.7994715679710492
4565,52,1,0,0.0,0.0,11.959323553240742,0.7994561726455813
4565,79,1,0,0.0,0.0,11.959321134259259,0.7994561402168501
4565,107,1,0,0.0,0.0,11.959318657407408,0.799456107012301
4565,140,1,0,0.0,0.0,10.168179421296296,0.7721780738233079
4565,141,1,0,0.0,0.0,10.168179421296296,0.7721780738233079
4565,142,1,0,0.0,0.0,10.166939166666667,0.7721566142270346
4565,99,2,0,0.0,0.0,10.16554664351852,0.7721325151753635
4565,57,1,0,0.0,0.0,10.16153050925926,0.7720629832609915
